27,13,5

0,0,0,0,0,0,0,0,0,90,92,94,153,156,157,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,197,197,197,197,197,197,0,0,0,
0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,118,54,54,54,54,54,54,120,120,120,
198,198,198,0,0,123,123,38,38,0,169,169,0,196,196,196,54,54,54,54,54,54,54,54,37,15,37,
141,141,141,141,141,141,141,141,141,144,144,144,144,144,144,144,32,34,13,34,12,13,34,12,37,15,14

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,163,164,165,164,164,165,166,98,99,100,
179,180,181,182,183,99,100,99,100,0,0,0,0,0,0,0,96,96,96,96,96,96,96,96,160,160,160,
98,99,100,98,99,100,98,99,100,159,160,161,159,160,161,160,164,165,166,164,165,166,164,165,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,338,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,339,340,0,0,0,0,0,0,0,0,0,347,348,0,0,0,0,204,0,339,
0,0,341,0,0,0,0,349,350,0,0,0,0,0,341,0,0,0,357,358,0,0,0,0,225,0,349,
0,0,351,0,0,0,0,359,360,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,361,0,359

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,
0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,
0,0,0,0,0,0,0,0,344,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,261,262,0,0,0,0,0,354,366,0,260,261,262,0,0,0,0,0,0,0,0,0,0,0,345,0,
281,282,283,0,345,0,344,0,0,0,342,281,282,283,0,0,0,0,0,0,0,0,345,0,0,355,0,
0,0,0,0,355,0,354,0,0,0,352,353,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0

